			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
rnd-1_family-1139	Unknown	Unknown	0	0	90	32	622	1183	5174	16246	6851	775	536	945	141	0	0	0	71	0	217	0	108	108	0	5499	6177	2632	1146	1578	207	201	0	1071	1222	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1135	LTR	LTR	0	0	0	0	0	617	195	3586	6109	5074	4454	3882	1513	1996	3081	2122	4724	3409	3119	3730	3001	3780	5078	3556	3326	3957	4740	6148	4042	4520	2487	1861	1113	878	644	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2493	LINE	L1	66	0	45	140	129	1205	3452	7821	17829	33189	39619	43007	35698	19961	12175	7500	5362	3218	2472	1929	1339	379	126	1058	710	776	371	241	487	580	707	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-651	LTR	LTR	0	0	0	0	308	835	594	817	390	446	712	0	471	601	237	708	139	326	615	429	116	184	252	428	140	470	361	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1540	Retro	Retro	0	0	0	0	2815	89	333	0	5162	53	2337	3189	1005	2453	3045	1301	425	1005	1417	0	526	187	925	113	138	517	1520	560	634	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-4168	DNA	DNA	0	0	0	0	63	0	0	0	110	78	196	322	713	422	1161	1820	2641	1728	1918	3585	2748	1323	1206	1310	354	415	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-735	LINE	LINE	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	4	0	0	0	0	0	0	42	0	186	599	152	378	1047	76	296	75	300	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-807	LTR	Gypsy	0	0	0	0	0	0	0	0	251	707	1693	5134	3585	837	1475	1332	211	1103	610	565	472	200	379	302	0	231	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-454	LINE	RTE-BovB	34	0	543	1563	2384	6094	7470	6636	8000	6278	7569	3411	4044	3031	1580	1390	1579	938	876	1130	1114	920	1398	598	549	266	132	460	391	95	482	146	52	10	36	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-902	Retro	Retro	0	0	0	63	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-367	DNA	DNA	0	0	0	0	0	96	0	190	553	1116	1726	6270	9213	10068	8819	6946	4852	4966	4130	2557	1452	361	259	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-541	DNA	DNA	0	0	46	149	1910	2381	5337	19799	33615	36569	34321	35106	23595	7878	4630	2583	1617	1877	865	490	515	464	748	415	239	0	166	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-236	DNA	DNA	112	57	1365	1380	1402	5964	12627	16205	15724	8008	4439	3429	1509	3021	3679	4492	3699	2915	4485	5906	5070	4227	3097	3495	1227	2905	1465	1116	1429	813	510	541	663	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-608	Retro	Retro	0	0	0	113	70	722	431	948	158	247	552	405	706	0	109	205	620	344	435	150	238	337	170	307	490	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1816	LTR	LTR	0	112	1430	2226	2230	1886	2358	372	3157	3530	4758	5842	1911	5519	3778	4226	1284	1134	746	514	637	0	542	440	152	438	318	0	915	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1820	DNA	DNA	13591	517	776	1240	1961	2220	1483	1378	1747	1203	1780	2263	2121	3172	2327	1949	1224	915	677	264	218	95	122	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-133	DNA	hAT-Tip100	53	0	0	0	0	0	519	245	488	392	217	488	858	1444	881	2053	1350	1064	1660	3571	4362	3504	6131	6116	4472	5928	2997	1447	728	143	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2039	LTR	LTR	0	0	0	0	0	0	0	0	0	0	0	0	504	47	97	85	1279	453	831	736	662	317	1444	1120	1115	821	518	1549	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-88	LTR	LTR	0	0	240	0	148	0	0	169	104	0	0	0	0	0	0	0	0	66	82	44	0	76	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-98	LTR	Gypsy	0	0	34	0	3136	12593	14688	20872	27287	20212	4416	11134	8936	6794	3857	13445	13865	9440	36853	23776	6501	4909	7988	8760	17444	7259	1976	3449	623	123	0	126	580	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-1054	nonLTR	nonLTR	0	0	0	0	230	836	693	826	679	908	526	841	2081	1580	1141	1360	1614	717	714	520	499	185	211	347	418	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2785	LTR	LTR	136	755	5412	3239	1341	980	1391	1764	246	798	0	805	1318	309	0	0	0	60	226	88	627	357	616	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3342	DNA	hAT-Tip100	0	0	89	0	0	244	1760	1733	5486	1244	562	1168	852	2075	2203	820	1703	1037	890	343	383	22	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1009	RC	Helitron	0	0	0	0	0	0	0	0	253	275	692	270	386	1832	2958	3584	2715	2400	2060	2592	1157	2045	2376	813	1702	1090	981	681	431	273	253	266	271	114	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-102	DNA	DNA	36	0	1221	21068	44979	50172	37315	23051	10496	8506	4198	2508	2572	1763	1344	946	420	242	0	243	357	318	426	212	719	206	349	0	351	0	100	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1336	LTR	LTR	0	0	0	0	467	302	1412	3913	4855	3874	1737	4774	2794	2913	3081	1616	700	1035	889	1482	1373	636	1031	614	443	551	352	229	142	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-5074	DNA	hAT-Tag1	0	0	0	0	0	0	0	0	119	0	159	298	1440	1230	965	3250	2043	3735	2605	1579	3279	1788	2309	1125	1255	1167	1165	450	769	648	500	123	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-265	LTR	LTR	334	532	4063	3987	3030	4166	3672	15219	18616	18070	10735	6145	17322	28920	8628	6736	14706	7666	9645	6170	9284	12166	18949	20911	35033	34752	13254	4037	1788	690	0	291	0	15	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2349	DNA	DNA	0	0	0	0	0	0	953	1900	3795	4226	2469	1909	1198	729	390	1145	932	473	1107	1269	475	1234	829	473	1239	530	344	144	304	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-766	DNA	DNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-38	SINE	tRNA-RTE	0	0	49	142	169	1326	1903	5940	2582	3582	1430	1521	2462	2473	1857	1728	2272	2757	1817	1442	1480	1575	674	1298	1382	1622	549	280	358	258	409	151	14	0	32	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-352	LTR	Gypsy	0	0	0	28	191	3157	9820	19130	21726	20486	11627	14605	14200	19786	19696	15373	16584	5309	5999	8616	9069	7552	7252	7420	7646	4166	2684	1704	427	157	329	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-1364	Retro	Retro	0	0	39	84	41	108	245	313	2727	1768	2454	4129	5768	4052	4632	5820	3944	4939	5301	3496	3356	3562	2836	2590	1665	570	330	394	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-545	Retro	Retro	0	0	0	0	0	0	0	0	0	82	0	126	30	111	36	61	194	202	19	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-172	LINE	L1	0	0	0	0	0	0	0	0	0	0	129	291	1476	53	0	3371	0	727	437	399	1177	1664	1124	2988	2205	5710	4056	6377	9516	14162	12420	8367	4311	1868	1076	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-893	DNA	DNA	0	0	0	0	0	0	0	0	49	64	37	283	213	0	232	109	191	94	0	193	329	366	501	83	0	66	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2401	LTR	Copia	0	0	0	0	52	0	86	182	243	4377	0	2456	64	500	1477	2524	2336	4673	11867	19129	14142	26709	18647	12503	9563	6829	15534	14791	9570	9097	6363	3238	1963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-49	LINE	L1	29	0	0	0	155	259	150	158	279	896	979	1028	1611	3718	6776	10270	16664	20477	21290	23731	22552	26306	20451	25639	20697	12290	12251	6612	4001	2226	898	827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-969	DNA	DNA	99	162	1482	1291	6626	9481	5177	4830	6584	5023	1743	2601	3126	3014	4379	7420	6477	8048	9591	9031	5438	6459	5395	6038	4362	5695	5865	8949	8196	1651	2133	1435	12	703	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-609	LTR	LTR	0	0	176	0	610	5509	9580	9518	14501	17497	14076	18331	20249	9984	4799	8122	7747	6185	6960	7138	6025	3792	4215	2885	1474	787	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1096	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	911	1491	1863	1673	2537	648	899	983	2282	2542	4746	4904	3534	2658	2568	2215	2421	2338	2765	970	2171	959	1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-214	LTR	LTR	0	0	0	0	0	292	1444	4123	44484	142831	176670	141523	100148	45366	19520	13237	3701	2654	0	174	0	879	842	0	0	9	443	468	410	306	0	99	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1173	DNA	MULE-MuDR	0	375	187	80	0	597	0	539	0	0	873	1381	7065	3233	3022	1527	3387	152	1494	5551	1108	868	490	0	0	0	0	263	47	0	522	150	850	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-635	DNA	DNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-928	LTR	LTR	0	0	150	0	110	149	89	219	293	295	412	478	104	9	117	53	1	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-771	Retro	Retro	0	0	0	228	2119	2981	5220	2782	1530	1248	984	614	132	232	834	695	554	262	554	597	864	272	423	205	212	163	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2000	DNA	CMC-EnSpm	0	0	0	29	100	1844	1403	261	0	0	159	0	361	462	1785	1316	3712	2782	2679	2441	2352	1324	916	1111	1114	505	214	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1289	LINE	LINE	0	0	0	148	171	1194	715	1478	3578	1150	1993	1320	536	606	335	172	120	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1142	LTR	LTR	0	0	0	33	0	0	0	167	496	1107	1932	1523	876	1675	1249	845	890	964	431	297	442	374	293	448	0	11	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-956	Retro	Retro	0	0	0	0	1624	9241	14470	4646	531	1675	6060	2459	1276	2749	4613	6368	7448	3937	106	62	119	102	952	105	52	107	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1794	LINE	LINE	0	0	150	68	44	124	369	488	1053	3537	14723	20646	27812	29379	22325	24938	17048	13960	17382	6784	6294	4626	2890	1238	792	379	75	196	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1680	DNA	TcMar-Stowaway	0	0	0	0	0	35	43	0	288	73	997	1488	2528	3042	2857	4718	4929	5126	3925	4146	3295	2763	1212	372	106	31	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-852	LINE	LINE	0	0	99	59	0	0	60	381	795	497	2508	2103	4182	2199	3241	2503	3573	1411	1917	2637	2941	1578	1355	844	506	565	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-899	LINE	LINE	0	0	40	0	0	0	0	0	0	0	68	69	0	77	0	246	0	81	522	1494	1005	797	730	1484	1251	1077	742	508	299	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-947	DNA	hAT-Ac	0	0	0	0	18	62	157	199	274	793	813	1800	2676	5789	10597	17333	18353	17594	15275	17211	16043	12935	9895	9038	7410	6555	3705	2710	2915	1231	529	642	158	138	239	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-123	Retro	Retro	35	0	39	0	0	105	43	159	120	1119	1678	4694	3857	5573	9259	10640	12862	13065	12972	11818	6225	4740	4095	3186	521	523	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-430	LTR	Copia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	167	58	226	0	1188	885	710	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-640	LINE	LINE	0	0	0	0	0	36	0	0	102	0	175	476	1062	1920	536	906	621	968	959	1486	2017	871	698	593	349	94	153	406	287	34	583	305	335	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1984	LINE	L1	0	0	0	0	0	0	0	0	0	0	0	0	94	0	177	242	0	1350	105	774	1120	2140	3024	4235	2513	3843	4674	3112	1676	1197	971	409	455	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1325	LINE	LINE	0	0	36	0	713	1418	3855	3966	2943	5440	3832	4324	3444	5353	3778	4131	2050	2476	1280	399	589	214	193	288	168	32	75	40	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-197	LTR	Gypsy	47	105	0	1074	6668	8638	2932	689	220	148	96	0	190	570	142	0	481	0	0	0	0	0	0	13	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-87	Retro	Retro	63	308	0	1652	2950	1669	1125	1554	4292	2639	904	953	2088	1098	1163	1176	797	356	933	1640	572	1099	535	93	220	749	253	211	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-532	LTR	LTR	43	553	380	2532	1160	3763	4852	6585	4606	4700	5879	3863	5202	2845	4248	3199	1391	2400	1561	427	764	784	209	362	0	182	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-641	LTR	Gypsy	0	0	0	0	0	378	0	0	0	0	0	0	0	386	119	0	145	637	992	1366	1293	2742	895	384	1048	1046	14	366	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1586	DNA	DNA	0	0	0	0	0	0	44	257	313	610	2296	3455	5006	6740	8809	10993	14507	10446	8118	8147	5160	4493	3036	1515	744	624	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-274	DNA	DNA	0	0	0	607	1174	535	112	262	0	107	546	371	281	179	203	115	742	821	687	781	1677	1051	528	1010	510	321	380	292	116	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-749	LTR	LTR	0	0	37	0	1272	2443	5889	27110	32035	31207	43363	13205	4294	922	2216	487	3062	0	3254	1953	230	2898	2849	1564	1287	363	464	193	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-995	Retro	Retro	0	0	0	0	0	0	0	188	1357	795	1529	707	680	274	379	771	1017	98	779	350	48	434	77	180	196	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-522	LTR	LTR	0	52	2821	6605	9284	9833	14861	5271	3591	2255	1585	3570	3134	3401	1717	870	1270	779	3396	1868	1655	129	213	0	0	229	0	0	332	0	205	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-857	LTR	Copia	38	0	0	1334	2422	1994	668	1522	1716	1320	667	0	0	0	649	648	0	245	698	0	815	834	1261	269	626	1308	1449	946	1472	1438	784	497	840	201	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3360	Unknown	Unknown	0	0	0	472	132	60	394	199	180	425	315	184	192	120	575	314	118	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-815	LTR	LTR	45	0	45	91	384	183	253	198	292	340	200	45	193	159	145	85	473	75	290	0	339	395	94	89	174	159	147	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-992	LTR	LTR	88	0	0	0	0	85	0	0	0	0	0	0	0	116	41	0	0	63	0	0	94	0	0	135	0	0	151	0	69	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-942	SINE	tRNA	389	1472	2581	2868	5059	4208	5661	2581	2884	1976	1394	1356	139	337	185	336	217	118	350	332	314	0	112	381	293	278	174	91	503	100	83	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1109	Unknown	Unknown	0	0	0	152	1070	1914	3637	1683	2209	3334	2727	1358	461	583	178	538	491	178	178	158	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-667	LINE	L1	0	0	0	0	0	345	2154	0	0	1544	0	0	794	0	0	699	0	2059	1099	2066	2998	5317	9504	12270	12807	11186	6773	8446	12356	9738	5763	5416	1912	1014	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2253	DNA	DNA	0	0	233	1382	3106	11988	13741	11068	5342	2268	4780	2541	2134	2755	1928	1697	3067	962	812	749	1000	403	201	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3508	Unknown	Unknown	197	394	332	1708	3766	3798	1339	3934	1732	871	929	473	333	195	330	386	268	167	361	115	52	728	52	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-6	Retro	Retro	171	61	81	257	327	1101	9093	27246	41692	47255	60692	61969	56482	58731	54362	66020	60113	64645	56881	51338	42760	35192	20137	18319	11883	9009	3552	2376	1585	414	491	277	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-427	LTR	Gypsy	151	240	573	2467	6914	4155	2438	1819	2887	2387	2733	2837	2490	1970	1909	3163	2360	3774	6146	7601	5581	4080	4182	3418	1748	1699	1629	765	159	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-2783	LINE	LINE	182	154	400	793	550	2723	1358	2787	2789	4001	3362	5411	7437	5787	6559	8452	8622	4670	1387	2730	833	753	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-119	Retro	Retro	0	61	6127	16510	50820	59666	30850	17495	8035	4994	1877	1429	2597	3423	5927	2832	2230	2034	3403	2416	6356	4198	2090	2763	1195	2007	675	391	269	177	10	398	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3223	DNA	CMC-EnSpm	90	60	0	1456	6599	11363	2264	1710	1963	1098	0	409	1180	813	0	1333	1490	4976	4902	3809	867	2146	0	0	0	0	0	903	984	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-606	LTR	Gypsy	0	0	0	0	0	35	0	0	0	0	1069	6172	6936	0	0	102	186	3314	3956	7604	3945	2961	3300	8365	10207	3930	640	2685	328	890	282	161	161	0	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-11017	Unknown	Unknown	0	0	0	171	97	0	0	153	0	235	470	300	392	755	527	76	329	95	700	202	70	373	168	168	169	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1036	LTR	LTR	0	0	0	0	0	0	0	243	1294	1945	3131	7439	6244	3254	1984	3373	2927	2884	3600	2655	3935	5291	4127	3152	1704	1057	922	547	0	640	696	0	206	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-910	DNA	DNA	0	0	0	0	0	0	412	0	277	871	1288	1236	1763	5878	4754	3552	669	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2216	Retro	Retro	102	60	0	0	49	872	359	2850	8003	7507	10174	8384	4402	7510	4371	2413	2754	977	1003	321	440	388	721	489	263	583	171	83	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-493	LINE	LINE	0	74	111	310	300	223	1525	8758	7893	6588	6372	4375	3663	3275	1825	1335	2004	876	624	1351	963	914	424	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2632	LINE	LINE	0	0	0	0	0	35	726	1318	188	812	1679	1907	712	1001	1972	752	587	3232	607	3724	3132	4745	2960	4308	1332	2078	2349	215	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-556	DNA	DNA	0	0	50	0	41	3089	31	359	1916	1477	2311	3072	2244	2076	1616	1168	2061	1924	1071	766	1271	750	934	1548	431	205	876	177	571	10	25	55	16	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-531	DNA	DNA	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-154	LTR	Cassandra	0	337	89	497	259	894	1585	0	381	308	76	332	288	533	529	523	0	75	100	126	228	0	60	250	0	302	40	0	89	280	0	390	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1172	DNA	DNA	733	546	195	81	0	0	65	138	104	88	142	95	0	179	47	0	0	0	0	33	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-1197	Unknown	Unknown	26	0	34	30	0	38	75	227	126	88	1133	916	3315	5365	9450	11096	12417	13295	11853	12541	12952	6553	6995	4504	2362	2268	1639	1403	22	238	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-962	LINE	LINE	0	0	0	196	1387	641	4894	16782	8834	3494	56	1278	5752	10482	12668	3756	2625	3401	1187	250	322	313	4349	3604	0	0	492	105	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2909	LINE	L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2825	349	54	1674	4238	5562	13985	8462	20062	20443	6268	5163	4795	3225	340	558	993	1417	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-569	DNA	DNA	0	0	0	0	75	38	236	347	1249	863	1184	2385	3268	3954	4685	6075	6674	5287	5110	5851	5024	4526	2714	1508	1856	995	448	292	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1030	LTR	Copia	38	0	0	464	288	1635	2598	2792	1902	1785	2682	2668	2225	1908	1387	919	811	1322	1103	761	642	483	787	407	397	172	192	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-936	LTR	LTR	0	0	46	66	0	128	103	403	621	1490	5257	14377	56727	75049	143258	183701	206039	85271	64063	34585	61693	56670	57454	22901	16749	10976	4257	607	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1	DNA	TcMar-Stowaway	187	1798	28610	48879	65051	72094	43947	47643	35917	28512	27744	30416	39084	39756	45034	49512	51956	46040	37211	28377	22228	17222	16483	10179	8433	4478	2216	696	430	340	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3222	Retro	Retro	0	113	3301	5546	2079	874	278	320	2066	1499	1099	0	1038	0	0	565	130	500	577	834	401	400	658	2022	814	187	430	0	667	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3477	Retro	Retro	105	0	648	1581	6444	4833	6834	2183	2159	2064	1362	886	652	768	1082	466	106	97	448	944	391	88	392	412	922	59	766	775	325	131	335	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1144	LINE	LINE	0	0	186	0	528	2701	7544	4783	3262	2910	1634	619	497	0	0	0	68	0	0	0	0	0	79	0	0	0	0	0	0	409	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
